domain,length,entropy,label
0m7il7cnccyd-m131xfh.io,20,3.7841837197791888,dga
31u28nlo9r-ro3vnz909vw02o.io,25,3.783465189601647,dga
g3dnuxvurs7m1pc2w4pd.biz,20,4.021928094887363,dga
dxlmoodmhyorp.io,13,3.0269868333592873,dga
nidvo07xxam97b7d.biz,16,3.452819531114783,dga
seraxifa.co,8,2.75,legit
salox.co,5,2.321928094887362,legit
cuxomahetuqe.io,12,3.251629167387823,legit
xibiva.site,6,2.2516291673878226,legit
heyalew.org,7,2.5216406363433186,legit
ruyizeca-ne.biz,11,3.2776134368191157,legit
p2tunpl3hw-h4qz.top,15,3.6402239289418516,dga
wabmbe6bn9t-nfjkh6ny3o9mh.info,25,3.943465189601647,dga
muqujeteriko.net,12,3.251629167387823,legit
wagexakotexu.info,12,3.084962500721156,legit
tolaboqu-leca.io,13,3.238901256602631,legit
beqoqomuyexa.net,12,3.0849625007211556,legit
bjr91km90oi-9sjsu7i7l.net,21,3.784941827437642,dga
xiwonavisol.top,11,3.095795255000934,legit
riqase.info,6,2.584962500721156,legit
pesawenos.co,9,2.725480556997868,legit
zehuqewaxev-beke.io,16,3.274397470347699,legit
fjsnmi25gtfyaqkm1x8.top,19,4.037401197654112,dga
dd0qjztovajkjhh5140og3h3.com,24,3.855388542207534,dga
nikeca.biz,6,2.584962500721156,legit
caroraze.org,8,2.5,legit
maqevufe.biz,8,2.75,legit
uxpcmtd6hx8r9hvv.org,16,3.625,dga
v44i5rr9ak0s.co,12,3.2516291673878226,dga
rze-elldns62b.org,13,3.3927474104487847,dga
hazitazi.top,8,2.25,legit
ziyiqoyif.net,9,2.4193819456463714,legit
faququq.site,7,1.8423709931771084,legit
0zie-2et3vmdtgtl1.biz,17,3.690116517593665,dga
fegug.site,5,1.9219280948873623,legit
nm9xcvqhuzdhgefur4b5v.site,21,4.106603137064474,dga
b83xb4q7uh9clj6lsqeok2fx.info,24,4.251629167387823,dga
6qthjqk4gzr3g-uao529ham4a.top,25,4.133660689688186,dga
jr63l9iuuvecl7qqco1im7.net,22,3.913977073182752,dga
winupogerev.org,11,3.2776134368191157,legit
2syksutt0m0bzf389m6rk94.ai,23,4.00182282562223,dga
dafilasugu.info,10,2.9219280948873623,legit
8rqnnsbg4bro61pl.site,16,3.625,dga
wwgsm2ub10tww2.info,14,3.0930692077718898,dga
g6w7yogr9tob6qkq8sy9.org,20,3.721928094887362,dga
zelizah.com,7,2.521640636343318,legit
gi0284f0u09w912a4fj8axah.ai,24,3.772055208874201,dga
vzq77s24x623dgnle1mxsa4xm.io,25,4.053660689688186,dga
tajogix.net,7,2.807354922057604,legit
pyowxy-vuh8k0.co,13,3.546593564294939,dga
b1pav0t5y2rz0igd.net,16,3.875,dga
vyguzzdl45gswfehts87.org,20,4.021928094887363,dga
veceqolan.site,9,2.94770277922009,legit
s8ku1n81g46ve8v9l.biz,17,3.572469458770136,dga
tokehogocup-zal.top,15,3.589898095464287,legit
640cxavni6xpyf9.org,15,3.640223928941852,dga
p245s9k01vmsi-m9kx.org,18,3.7254805569978675,dga
zolox.net,5,1.9219280948873623,legit
wenan.top,5,1.9219280948873623,legit
vacocon.co,7,2.2359263506290326,legit
hetebu.biz,6,2.2516291673878226,legit
pp70jckn1l4xpxax83h.org,19,3.7474130395316405,dga
zrcwy77ebhca-2r4m.com,17,3.7345216647797517,dga
25s8pgy5i10oifk889fb.biz,20,3.7841837197791888,dga
9cgnx-9sijift.info,13,3.3927474104487847,dga
3q1sr4lfyiqh8gv5rfj.org,19,3.9321380397593746,dga
cedebuvuv.org,9,2.503258334775646,legit
pibufagoyej.net,11,3.4594316186372978,legit
r3ebrp96q3h4cws6kbtqv1gn.co,24,4.168295834054489,dga
kazuqibak-buxu.ai,14,3.039148671903071,legit
xugunuze.info,8,2.4056390622295662,legit
hujocayipil.co,11,3.2776134368191157,legit
rt338ur8ctuwijla6lu4sesy.com,24,3.886842188131012,dga
nuqimumomiyo.site,12,2.688721875540867,legit
yyfphwwc1u13mxlalckxrz4u.ai,24,4.001629167387823,dga
njm4gt71zzozlb79lc09up.com,22,3.970573095811685,dga
fuz6tj3kp1uvjlkf7w74u.biz,21,3.784941827437642,dga
zalac.site,5,1.9219280948873623,legit
69vcnpiw711pa79e1o4r5tjhul.ai,26,4.286790198827112,dga
6kxqccp3pkqoh836su7lo2.biz,22,3.8230679822736606,dga
j2e7ri6zth77lyv9g61.top,19,3.8924071185928764,dga
niziler.site,7,2.5216406363433186,legit
k9xsxjgfv85upahq2qyohxf.com,23,4.055958151615123,dga
domah-ki.top,8,3.0,legit
pujoqo-moz.net,10,2.8464393446710154,legit
kir9i8-t970elghmw.ai,17,3.852168723603281,dga
lukefi.co,6,2.584962500721156,legit
salileju.net,8,2.75,legit
7jdgi24g954bv.site,13,3.3927474104487847,dga
09gsvj-cb5kegcf.io,15,3.640223928941852,dga
g7rc6tbtpefj.site,12,3.4182958340544896,dga
z31ytj3k7xl2t8r8q5x.ai,19,3.826874881864637,dga
knfimz7o09vv977.com,15,3.323231428797621,dga
riwomebin.info,9,2.94770277922009,legit
1fbn7ifqxoaq5o0gj2.biz,18,3.8365916681089787,dga
07hinwdphbgij-y7529.io,19,3.9321380397593746,dga
ducaf.io,5,2.321928094887362,legit
nexupu.ai,6,2.251629167387823,legit
83t3uhsvlu23cwgdvl-js8y12k.ai,26,4.056020968057882,dga
0p4tqtt8ys-6oz5l1i72.io,20,4.0841837197791895,dga
jaqiwajet-je.co,12,2.8553885422075336,legit
nifatawihigi-yoha.top,17,3.2195282822995477,legit
cetuh-re.co,8,2.75,legit
vofqvk5kn-zq24.top,14,3.378783493486176,dga
zoqez.co,5,1.9219280948873623,legit
mxei81e751ffvgx3.net,16,3.5,dga
fivonogay.com,9,2.94770277922009,legit
9isg-wvq9ldg7foohw5g.ai,20,3.7841837197791888,dga
7x6jgzyqbonk1y.ai,14,3.6644977792004623,dga
woyisida-hoge.biz,13,3.3927474104487847,legit
karusir.top,7,2.521640636343318,legit
cizumeyowi.info,10,3.121928094887362,legit
andd29h6pv78oir6taycgf.site,22,4.186704345910024,dga
yunon-si.info,8,2.75,legit
xeyafe.io,6,2.2516291673878226,legit
zeg1a80w1t1-j3ir5ja3qr.site,22,3.8796640049025943,dga
hehasu.info,6,2.2516291673878226,legit
qeheyudaq.ai,9,2.725480556997868,legit
gicel.top,5,2.321928094887362,legit
2f80qel8bwnn6hedhseg5feq.com,24,3.834962500721156,dga
t5fmuu6944p1.io,12,3.251629167387823,dga
6ydremdpuepg86h.net,15,3.373557262275185,dga
weqenu.ai,6,2.2516291673878226,legit
bikocibuzis.site,11,2.8453509366224368,legit
buyuqarerexo.biz,12,3.0849625007211556,legit
ecclw6j9kx-pzs2ttfq6.net,20,4.021928094887363,dga
roxup.com,5,2.321928094887362,legit
183ov7-mv8llt8ja.io,16,3.452819531114783,dga
ous45qjbks2h.com,12,3.4182958340544896,dga
pelewi.biz,6,2.2516291673878226,legit
dh09u71wyqif64r2w.top,17,3.9698157824268097,dga
duwane.biz,6,2.584962500721156,legit
xp0ofh9ovwmyykdol-gy104.info,23,4.023136955868885,dga
relaba.site,6,2.2516291673878226,legit
69x-ryrdnxv6a1.co,14,3.378783493486176,dga
zigoqodosij.biz,11,2.8453509366224363,legit
35t9urkk2xhfxmg4teayx-k4n.site,25,4.103465189601647,dga
jesop.ai,5,2.321928094887362,legit
ivvpgf3keetoe7.org,14,3.3248629576173565,dga
xiyogasa.biz,8,2.75,legit
ndr-qigkn32zbk.biz,14,3.521640636343319,dga
c1zrl3dc2xibzsbcj5d5.top,20,3.6841837197791887,dga
lalokoz.co,7,2.2359263506290326,legit
jrlnq9ca6nyztqeigxp2ui9d.info,24,4.251629167387822,dga
hhym8dn0k8xnuric7zkq6wakb.io,25,4.213660689688186,dga
j43szwcw9kvecn.biz,14,3.521640636343319,dga
kokuxove.com,8,2.5,legit
e61m3o9r78-rrwjq18d.ai,19,3.7871439606981383,dga
basigavez.biz,9,2.94770277922009,legit
tic7qy3y6q5dgaf28.com,17,3.852168723603281,dga
wunepo.org,6,2.584962500721156,legit
btqwp6v6mtv-zfpibf.co,18,3.503258334775645,dga
zovapoyexipi-nu.net,15,3.5068905956085183,legit
vutexe.com,6,2.2516291673878226,legit
cafoquhihog.site,11,3.095795255000934,legit
wadasiz.com,7,2.5216406363433186,legit
qiyalaq.top,7,2.2359263506290326,legit
46efiw3rngmgshl.ai,15,3.773557262275185,dga
kazusajeb.biz,9,2.94770277922009,legit
cagapizavi.io,10,2.6464393446710153,legit
sx6k2hd9kuyisgh2iumrz-2hl4l.top,27,4.032303242743953,dga
matinocit.net,9,2.725480556997868,legit
ohv48e68lzwinlhly0qvunf.io,23,3.969001629875993,dga
yojikul.net,7,2.807354922057604,legit
wimamixedef.net,11,2.9139770731827523,legit
gikileqiva.net,10,2.8464393446710154,legit
691vb69kime1j-0pg.org,17,3.7345216647797517,dga
donaneyiber-ves.io,15,3.4565647621309536,legit
yurerir.top,7,2.1280852788913944,legit
barixizi.com,8,2.4056390622295662,legit
zupeceq.net,7,2.5216406363433186,legit
hupabalaqo-danu.ai,15,3.2402239289418517,legit
bizaxe.io,6,2.584962500721156,legit
siboq.info,5,2.321928094887362,legit
35j8dlto4k7njh7n9j.io,18,3.6835423624332306,dga
k1x0vspwbue8o68ljsyfbn.biz,22,4.186704345910024,dga
voroyetotu.co,10,2.6464393446710153,legit
x47yftjf2j7doo2-ni158.net,21,3.916126946588284,dga
tesaviwu.net,8,3.0,legit
yimoju-qe.ai,9,3.169925001442312,legit
zovodihabame-gug.info,16,3.625,legit
6bk8ulgh3g4nzsfd6.co,17,3.852168723603281,dga
auxjcyg-qdf5oi.site,14,3.8073549220576055,dga
67b2ofop9t049xy6mhbnglj8.net,24,4.251629167387822,dga
buxow.biz,5,2.321928094887362,legit
loyame-wi.ai,9,3.169925001442312,legit
3l50f26z3ik-bectne.com,18,3.94770277922009,dga
guxuze-de.co,9,2.725480556997868,legit
qenasonuz-loje.org,14,3.378783493486176,legit
fobimuyi.org,8,2.75,legit
layaxog.org,7,2.5216406363433186,legit
pie9m8spql08sc6t4k2t.com,20,3.9219280948873627,dga
zoyinuwumemu.site,12,3.0220552088742,legit
ps9pj71uaxtkwr7svtv.info,19,3.7216117239699007,dga
dunirog.io,7,2.807354922057604,legit
m1m3vd0il2ipe9hy.org,16,3.75,dga
bowiz-yoso.io,10,2.8464393446710154,legit
vohoqinazuj.top,11,3.2776134368191157,legit
muyeso.com,6,2.584962500721156,legit
zuboso.co,6,2.2516291673878226,legit
jacixiketewu.net,12,3.2516291673878226,legit
xla1wli00k57.top,12,3.2516291673878226,dga
7riqadl532o282cl4u4.io,19,3.7871439606981383,dga
duzuyasanur.com,11,2.8453509366224363,legit
6xiekdxt78ujktusdnw16fx-r1y.net,27,4.134336113194451,dga
canajil.top,7,2.5216406363433186,legit
lpzwele4d1rzvqjn.ai,16,3.625,dga
tijulozu.info,8,2.75,legit
xolexuxotuy-voh.ai,15,3.139572261986723,legit
0vc3obh6woe2xo0-sw2.top,19,3.681880802803402,dga
favuyuheheh.top,11,2.663532754804255,legit
bomuvoqecim-jofo.info,16,3.375,legit
ikoeyjmam2yw296r1f73mwpurg.net,26,4.209867121904036,dga
qolid.ai,5,2.321928094887362,legit
bivazivabux.co,11,2.7321588913645702,legit
ponav7eyt0093y7n0mh8.info,20,3.7841837197791888,dga
515whrg392jy06fwl.biz,17,3.852168723603281,dga
r1631b279-voevbl.org,16,3.625,dga
9sl59bd6-9bx3lusw0zx4yu0.com,24,3.8868421881310113,dga
tm056wg8k6t1j6pb2o.io,18,3.7946534735443413,dga
m8cbtsy2713qfffyqqitq7.net,22,3.606936732175321,dga
k1ppnppvvy4qlqw02mkw2-fkbp.top,26,3.763342488271851,dga
5yubimbsnnn05z.ai,14,3.182005814760214,dga
wucuzilug-jije.site,14,3.182005814760214,legit
cuviba.io,6,2.584962500721156,legit
pogulelo.ai,8,2.5,legit
2s3kh0n6v-5pa33se14gg6pkcc.info,26,4.056020968057882,dga
qepiwumah.io,9,3.169925001442312,legit
gajic.org,5,2.321928094887362,legit
kd0xf3vujoaatzpfnbtmo.co,21,4.011365041826379,dga
bagusego.net,8,2.75,legit
9d60qdpiig75yy46l.io,17,3.6168746059562222,dga
81mrjvqfhpvc6g-heilw.site,20,4.1219280948873624,dga
u0vtnyp561t3uyd05.org,17,3.499227547132693,dga
4453t8net2tr9iedzs.biz,18,3.6835423624332306,dga
noyabahowi-lalo.com,15,3.1395722619867223,legit
zalisocikuru.co,12,3.251629167387823,legit
yosubemi.ai,8,3.0,legit
myaj4wscxuml8a.ai,14,3.521640636343319,dga
284lyrr9ojr4yd9rqpx7fu1qlu.info,26,3.9312089489103235,dga
mukawebekax.net,11,2.913977073182752,legit
342ams8m89ap7u4-1y3c.io,20,3.821928094887362,dga
fahoyubapa.com,10,2.8464393446710154,legit
metudezud.ai,9,2.5032583347756456,legit
nowoyaxa.com,8,2.5,legit
pevuxo.biz,6,2.584962500721156,legit
vabomoz.info,7,2.521640636343318,legit
qy92au89x8hxim2bfjw8x1he6g.co,26,4.103909910282364,dga
deyox.co,5,2.321928094887362,legit
jacubixaxe-sim.net,14,3.378783493486176,legit
niruzo.co,6,2.584962500721156,legit
vmumx50havq-4nqkr4c8.biz,20,3.9219280948873627,dga
3finf45j6uejgib7m2.ai,18,3.8365916681089787,dga
guwusipihit.top,11,2.8453509366224363,legit
c5hose1q8-w5dis1i9oowq.io,22,3.6978458230844127,dga
raciyohiso-yel.co,14,3.378783493486176,legit
kcsehqt9eym3mx.top,14,3.521640636343319,dga
kajutediqaqa.co,12,3.0220552088742,legit
o0ek0r9s-d26ssg0.top,16,3.4056390622295662,dga
wonejo.ai,6,2.251629167387823,legit
gsuxf22nxsennle8pjyl3xsdg.org,25,3.753269689515108,dga
v10jmv252iy7iz2ywu7ab6lc.ai,24,4.053508854797678,dga
winavowib.biz,9,2.725480556997868,legit
vimukeko.site,8,2.75,legit
tacosonad.net,9,2.725480556997868,legit
webemopowaz.info,11,2.9139770731827523,legit
b6hftkhpc-6peg.info,14,3.378783493486176,dga
fasisawu.io,8,2.5,legit
paf1fgy29hc6qi2r7d.io,18,3.94770277922009,dga
camuqotuyec.co,11,3.095795255000934,legit
seydx40eh-uxgarkf9ehn0qrut.com,26,4.132944044980959,dga
vb4707bo01eqlrw6.com,16,3.625,dga
e4nrjgv1wb4p6cph-dcyza.com,22,4.186704345910024,dga
hyzbkhq9vvrvatetchokr3tv.io,24,3.6887218755408675,dga
lujuk.info,5,1.9219280948873623,legit
coh9enh7r9w7dl-s8zg1ptwfvj9.co,27,4.356558335416674,dga
riwesewaw.info,9,2.4193819456463714,legit
derumodizupi-po.io,15,3.240223928941852,legit
e0za7czq4y2bni5ks.co,17,3.9698157824268097,dga
lowami-ja.com,9,2.94770277922009,legit
tisez.site,5,2.321928094887362,legit
yifewesisun.co,11,2.9139770731827523,legit
5npbuqn0b30knr13ofhlhwrh31.org,26,3.8441065448145384,dga
kuzap-jojo.top,10,2.9219280948873623,legit
vavada.top,6,1.4591479170272446,legit
porewoxi.biz,8,2.75,legit
tm3a63mkd5krf.org,13,3.238901256602631,dga
xevabugo.biz,8,3.0,legit
cawujomuzi.net,10,3.121928094887362,legit
jijuqe.com,6,2.2516291673878226,legit
petima.co,6,2.584962500721156,legit
texobu.site,6,2.584962500721156,legit
slj5s5c4a902mzvy8jj2uyc.com,23,3.882045108136862,dga
viwezet-maqo.net,12,3.4182958340544896,legit
zixl6zvxnr0355zrkih4.net,20,3.684183719779189,dga
uzma4a66-5bs0vam.biz,16,3.452819531114783,dga
fkf1rnzdq2b2994pifokqwhb7s.ai,26,4.132944044980959,dga
i3f3r6kl6qgtq8r4ex9e0fr.io,23,3.882045108136862,dga
pt5wpuqqfshruqrinuty.co,20,3.5464393446710156,dga
dacoripave.co,10,3.121928094887362,legit
gurig.site,5,1.9219280948873623,legit
zquw531wi687xteh4o0zs.net,21,4.20184123230257,dga
mlaxozace50l2.site,13,3.3927474104487847,dga
x1l9sr7su6zp69fv3.top,17,3.7345216647797517,dga
riqeye.ai,6,2.2516291673878226,legit
vidayeban-cax.co,13,3.334679141051595,legit
lacopohukip.co,11,3.095795255000934,legit
doputiwuyi.biz,10,2.9219280948873623,legit
3lj8ecknibbxcugqiy.org,18,3.8365916681089787,dga
xixanexal.ai,9,2.4193819456463714,legit
87t-f4fpas83uvf.io,15,3.4565647621309536,dga
ahbq69bt61fp8.top,13,3.3927474104487847,dga
47x-y0eya982zr7eus.com,18,3.8365916681089787,dga
ssaogu8yz1sxcbw.io,15,3.5898980954642865,dga
h935dt2vbgiog6owjj1inpz.site,23,4.1757358691004915,dga
vazul.ai,5,2.321928094887362,legit
huwibipumit.site,11,2.8453509366224363,legit
zacawici.org,8,2.25,legit
pi2qnf2h0q3s-xji5snn.biz,20,3.684183719779189,dga
gabofokiyiha.org,12,3.0849625007211556,legit
bipos-faj.site,9,3.169925001442312,legit
dasop.co,5,2.321928094887362,legit
pufizetu.com,8,2.75,legit
5fbqbdfedlzm9y9.io,15,3.373557262275185,dga
lepapa.site,6,1.9182958340544896,legit
mkz31f4v23p6se8g40.biz,18,3.94770277922009,dga
61ck99119ziv71e5jcd.top,19,3.471354487013928,dga
edqtg6pgk-1gvsjxc1.org,18,3.794653473544342,dga
qabuc.org,5,2.321928094887362,legit
yugeto-layi.net,11,3.2776134368191157,legit
sa08k26xp3btadhcl-8nniyuzc.top,26,4.392747410448784,dga
latime-melo.org,11,2.9139770731827523,legit
dafutameje.top,10,2.9219280948873623,legit
rb5rniiwkjwysln6ghdrcpwitq.biz,26,4.074875775583769,dga
yelihipuden.net,11,3.095795255000934,legit
jogepebovihe.ai,12,3.0220552088742,legit
pff5qtn1dryex8.io,14,3.6644977792004623,dga
bojox.top,5,1.9219280948873623,legit
yiu2n4ppqpgnp27qazyfxr542c.biz,26,3.902174814211728,dga
5ha455liohh4z3pmpoktm4nt.top,24,3.6572682296173893,dga
nimodolijiwu.top,12,3.0220552088742,legit
pojafix-ci.top,10,3.121928094887362,legit
korowah-hu.com,10,2.9219280948873623,legit
oxh6em-uywm5szik1hj2ksa20rr.org,27,4.3104430577190245,dga
puruyarukec.com,11,2.8453509366224368,legit
higncbdcbs1n6v-d1l.top,18,3.6143694458867563,dga
jafej.io,5,1.9219280948873623,legit
tukutij.co,7,2.235926350629032,legit
woroqufutave.org,12,3.2516291673878226,legit
jix6tyagsu9kh4rl9bur0ho.biz,23,4.1757358691004915,dga
ynani5riwkk2k4c1cl.org,18,3.5724312513221195,dga
xl50irbe-l0g1gscxc09g.info,21,3.653756708287001,dga
yahotizoduw.com,11,3.2776134368191157,legit
hegucidajo.top,10,3.321928094887362,legit
p1clm-k0365xy2t.co,15,3.906890595608518,dga
88loikjmb3rtk6rl9yvu925jk.ai,25,4.0536606896881855,dga
z87h2ko8ptp3339vuyoh6a4.ai,23,3.9690016298759927,dga
pudov-si.info,8,3.0,legit
livuriwaxif.ai,11,3.0271691184406184,legit
6aei99cmdaju.io,12,3.2516291673878226,dga
nledx0-t2b4ekvhed.io,17,3.6901165175936654,dga
29p4lu-mqadvny.com,14,3.8073549220576055,dga
y5c75h4lou6w.io,12,3.4182958340544896,dga
uucm3pk6vytivan9q8vhm.ai,21,3.975418017913833,dga
wehopoyu.co,8,2.75,legit
ui9uxv31g-auu12u.info,16,3.149397470347699,dga
gkjlwu11m5x0v82j8q9xn3t.net,23,4.1757358691004915,dga
91wtjb0yeyb083vd.info,16,3.625,dga
yacapumome.site,10,2.9219280948873623,legit
of2q1r-m3dzp2e.site,14,3.6644977792004623,dga
d1aromta7oory90fdo1pxmlaw.ai,25,3.8136606896881866,dga
2ebmrg7-3w84jd8.top,15,3.773557262275185,dga
p1l3duf0ojf246l4e.biz,17,3.7345216647797517,dga
5e839ttv2-ntn.ai,13,3.1808329872054406,dga
65v-xsk87da4nxy6brpght8pph.co,26,4.209867121904035,dga
kg14nw5gg8iewzss940s.info,20,3.6464393446710157,dga
52koh4j1bwki6k5azr.net,18,3.794653473544342,dga
xjym0xfm62nj2e.com,14,3.2359263506290326,dga
8asmnmh3swy6yo.com,14,3.378783493486176,dga
vipom-wet.com,9,3.169925001442312,legit
ozdq851lqhedr2.net,14,3.521640636343319,dga
dd2ghngf1pcz0venv26h46zv.info,24,3.8035088547976783,dga
qovowodayik.ai,11,3.0271691184406184,legit
13jji1xmptdc2090pmplbsbyo.co,25,4.0536606896881855,dga
cipem-yaro.org,10,3.321928094887362,legit
tuyaguwu-roh.net,12,3.188721875540867,legit
uvdtd1ovj1tic4q1hf.ai,18,3.5724312513221195,dga
cnibsgqf546s8v4jnz2rurr74.com,25,4.103465189601647,dga
rasebud.org,7,2.807354922057604,legit
xv9-17iin0n520h56fbdkmkv.com,24,4.084962500721156,dga
suyeji.net,6,2.584962500721156,legit
kopiqujude-vuci.info,15,3.456564762130954,legit
zpdtwms6c-3wjwa4k6.org,18,3.794653473544342,dga
4l8m6c8dsa6jtw.co,14,3.521640636343319,dga
kdehaqf2axkgaq1wxkk-w4nziy.ai,26,3.979097891134805,dga
fepifi.co,6,1.9182958340544893,legit
sdnddgicg0g7nm.info,14,2.9852281360342516,dga
nutak.net,5,2.321928094887362,legit
qqen1kpklcdcltq7tl3km.biz,21,3.52257158913636,dga
bufejur.site,7,2.521640636343318,legit
mwd4n2niskwq60i.net,15,3.5068905956085192,dga
040a14vbr5fm8zb4-ixf.co,20,3.7841837197791888,dga
butog.net,5,2.321928094887362,legit
v357a7u1fgg5felg7-dwy1.top,22,3.7544418457133446,dga
wogado-rux.site,10,3.121928094887362,legit
nktjpukqz4oij3a2q3.com,18,3.7254805569978675,dga
fneh28akqsad-yun88ax.net,20,3.7464393446710154,dga
milus.site,5,2.321928094887362,legit
poguw.info,5,2.321928094887362,legit
qozemawe.io,8,2.75,legit
cehezewice.info,10,2.321928094887362,legit
novadox.info,7,2.521640636343318,legit
gekiwigu.com,8,2.5,legit
5bdd2pes7778w5ty0ygoq03.top,23,3.969001629875993,dga
yisuzepata.top,10,3.121928094887362,legit
yafigo.io,6,2.584962500721156,legit
1xof6uiyrayovo-s1au.io,19,3.5766176449086653,dga
tamotemo.site,8,2.25,legit
h84pgt4cd5l3hgoza8szdt.com,22,3.8230679822736606,dga
3qmhj885q0uuqb5ln2d4imeo.org,24,4.053508854797679,dga
jl86vjletgvd1.ai,13,3.238901256602631,dga
u9oozql0tjo9nbjbhb63m-5edv.info,26,4.180832987205441,dga
seluca.site,6,2.584962500721156,legit
ukwg2hjg9bn32bu.io,15,3.3735572622751855,dga
cuzecazor.io,9,2.725480556997868,legit
vvzuvkyu4ulwr.biz,13,2.9689185639620974,dga
qosuqo.co,6,1.9182958340544893,legit
we4o1abbz3o8uk0ot.site,17,3.690116517593665,dga
upteq9j2-f5t4dywuxdk.com,20,4.021928094887363,dga
teyuroyid.biz,9,2.94770277922009,legit
ralomol.ai,7,2.2359263506290326,legit
hilamuf.biz,7,2.807354922057604,legit
4ujlrzxv3tbymg13g83w.net,20,3.984183719779189,dga
xvfts5hm0hkukypmh1k94.com,21,3.8442328987631917,dga
vofufoyivilu.com,12,2.7516291673878226,legit
woqorifi.ai,8,2.5,legit
1dfk6qm9rn5hgtis3672-apoy7.site,26,4.5465935642949376,dga
neyunizegumo.io,12,3.0849625007211556,legit
mebunavojeb-cox.net,15,3.506890595608519,legit
wkj7qu11cmgc.co,12,3.2516291673878226,dga
bazuje-ce.info,9,2.94770277922009,legit
kdrow2f-9cjwbwo082.site,18,3.6835423624332306,dga
loluqotuzace.biz,12,3.0849625007211556,legit
qubirawuqe-fak.org,14,3.378783493486176,legit
gdfx4z5gxcvlssxhuu.io,18,3.5724312513221195,dga
gxnaq6n5ewwq6v7j1ub6lq.site,22,3.8453509366224368,dga
4eutd5qcugq3rnygh.info,17,3.7345216647797517,dga
suwowe.ai,6,2.2516291673878226,legit
9d5ahxhjv11lku8rd6uwjzf2dn.ai,26,4.209867121904035,dga
lgqgciel0-ckt.net,13,3.238901256602631,dga
5ontecbzy8td2ds.ai,15,3.640223928941852,dga
zu5ju9nkvzbbl35atxlv.site,20,3.721928094887362,dga
lnj8xlw3z1cjdnz.org,15,3.3735572622751855,dga
8ui-b1i6ti960o1m4cwy.ai,20,3.8841837197791893,dga
lygqpr0289fk7nj64heqbxt.com,23,4.436605434317882,dga
tuliwat.co,7,2.521640636343318,legit
ppm1g0u2kw2t.io,12,3.2516291673878226,dga
furoc.site,5,2.321928094887362,legit
xusecod-jur.io,11,3.2776134368191157,legit
roneja-vuha.site,11,3.2776134368191157,legit
pafix9yiynuhjz3qbqx7rf5r.org,24,4.084962500721156,dga
45cm0ywiet60gtln96d48rc9.io,24,4.084962500721156,dga
65vc263a0hn4hxj47dwjrcxq4.net,25,4.053660689688186,dga
96l7hg4ayyw7svq978mt.site,20,3.8841837197791893,dga
34kmyq023l-f6tjt2r7l2a40wq5.biz,27,4.134336113194451,dga
0oni65f5x3b0rd.site,14,3.521640636343319,dga
kvvlgt5vn3n62rcnqequaqho.org,24,3.9906015629507228,dga
nvnq9ch3kpejsit3gi44.biz,20,3.9219280948873627,dga
rejiqun.net,7,2.807354922057604,legit
jefuda-wil.net,10,3.321928094887362,legit
yecer.biz,5,1.9219280948873623,legit
xoyihohus.info,9,2.725480556997868,legit
peduje.site,6,2.2516291673878226,legit
ob2pn26dpfhv9mv3iphgp.info,21,3.7256507561120933,dga
khxrxnq7zdjjwgpssslll51vl.com,25,3.973660689688186,dga
wusowe.ai,6,2.2516291673878226,legit
hat7kuoz4-63otjw.site,16,3.75,dga
qagotu-wive.site,11,3.4594316186372978,legit
aqg6lu00zibpm2azg.site,17,3.6168746059562222,dga
3bv7zja-5m8xcyel.site,16,4.0,dga
bopetuko.io,8,2.75,legit
enishrfdpk9731ebjktbb-ap6b.com,26,4.161978179679553,dga
6zm35jy6ms7bt6h5cn6.org,19,3.6163485660751635,dga
v9xkxckc0b1gy56uh6r.io,19,3.826874881864637,dga
e4mtxeknt0zqsd-ant.biz,18,3.6835423624332306,dga
uqds24jfmbkws1zf77sf2rxtlf.com,26,4.056020968057882,dga
dwaieqp6g906ncrb1m.com,18,4.058813890331201,dga
kivuy.site,5,2.321928094887362,legit
xamulowah.org,9,2.94770277922009,legit
hsj-s1ss1liwkkvrlnave5.ai,22,3.73215889136457,dga
anwyngd4vnqe9s0vr72pgd3hp8.site,26,4.209867121904035,dga
lirexiv.ai,7,2.5216406363433186,legit
0yjpdi9mu9xmay38hdmqanv.biz,23,3.969001629875993,dga
u62tok5fcg2x8f6229vnaejr13.io,26,4.23890125660263,dga
yoboxuqab.info,9,2.725480556997868,legit
xenaquqiyus.com,11,3.095795255000934,legit
f1rr8d5lhrl4snxtl4yf.biz,20,3.6464393446710153,dga
jbaqw0kp3999kzh.co,15,3.4565647621309536,dga
fcb4t6aii4yt1y8qzqywc8guq.org,25,3.863465189601647,dga
magepob-mupe.site,12,3.0849625007211556,legit
waniv.site,5,2.321928094887362,legit
haluxomeqex.info,11,3.0957952550009336,legit
49x7h6v49pu9gbcvt07a.net,20,3.7841837197791888,dga
qipudo.io,6,2.584962500721156,legit
duwopq6akytplzt5zcekeeio.site,24,3.970175521464345,dga
enxq4cic5jw0wdw.com,15,3.456564762130954,dga
